,Cost,Mfr Dt Fz,Product,Contract Cust Id,Contract Dt,Contract Expiration Dt,Nbv,Billing Status Fz,Top1Lessee,Top3Lessees,MfrAge,ExpYear
20218,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
18248,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
7790,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.211,ON,1,1,4.29,9.86
4529,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.012,ON,1,1,4.57,9.86
26988,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
17266,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
11741,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
25391,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.272,ON,0,1,4.51,4.06
637,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
4158,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.313,ON,1,1,4.57,9.86
21559,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.459,ON,0,1,4.47,4.06
3043,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
15704,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
13155,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
4141,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.313,ON,1,1,4.57,9.86
17079,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
7851,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.214,ON,1,1,4.29,9.86
12189,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
2244,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.798,ON,0,1,4.77,7.36
9298,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.96,ON,1,1,1.43,6.77
263,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
22880,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.082,ON,0,1,4.51,4.06
3599,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.311,ON,1,1,4.57,9.86
25685,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.26,ON,0,1,4.51,4.06
24847,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1880.707,ON,0,1,4.51,4.06
8881,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.96,ON,1,1,1.43,6.77
22417,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.0,ON,0,1,4.51,4.06
20304,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
5206,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
23538,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1904.18,ON,0,1,4.51,4.06
5666,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
23886,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.167,ON,0,1,4.51,4.06
6365,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.73,9.86
12144,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
13438,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
6391,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.73,9.86
4179,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.313,ON,1,1,4.57,9.86
5048,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.012,ON,1,1,4.57,9.86
7,3682.0,12/19/2017,1,HAPAG,2017-11-01,2030-01-31,2885.58,ON,0,1,4.76,7.36
27447,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
28834,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.485,ON,0,1,4.73,7.36
16235,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
10508,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
17158,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
12832,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
9690,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
4585,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.009,ON,1,1,4.57,9.86
29881,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
20798,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.453,ON,0,1,4.47,4.06
3099,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
22340,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.001,ON,0,1,4.51,4.06
29574,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
19870,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
3818,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.312,ON,1,1,4.57,9.86
17929,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
19423,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
26444,2267.0,3/16/2018,1,ONE,2018-02-01,2026-10-14,1904.18,ON,0,1,4.53,4.06
6295,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
21533,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.459,ON,0,1,4.47,4.06
27950,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
17679,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
21605,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.459,ON,0,1,4.47,4.06
18077,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
28152,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
14171,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
29049,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.484,ON,0,1,4.73,7.36
10246,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
24691,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1880.71,ON,0,1,4.51,4.06
26853,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
22223,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.001,ON,0,1,4.51,4.06
15510,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
15873,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
6782,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.008,ON,1,1,4.73,9.86
22004,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.004,ON,0,1,4.51,4.06
25245,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.264,ON,0,1,4.51,4.06
24697,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1880.71,ON,0,1,4.51,4.06
24382,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1880.705,ON,0,1,4.51,4.06
5285,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
5840,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
5426,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
2241,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.798,ON,0,1,4.77,7.36
20626,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.453,ON,0,1,4.47,4.06
25450,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.26,ON,0,1,4.51,4.06
24473,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1880.708,ON,0,1,4.51,4.06
9149,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.96,ON,1,1,1.43,6.77
20719,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.453,ON,0,1,4.47,4.06
14523,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
14300,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
5219,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
29443,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.489,ON,0,1,4.73,7.36
12126,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
4872,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.008,ON,1,1,4.57,9.86
25920,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
4358,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.313,ON,1,1,4.57,9.86
21280,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.456,ON,0,1,4.47,4.06
21379,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.459,ON,0,1,4.47,4.06
26690,2267.0,3/16/2018,1,ONE,2018-02-01,2026-10-14,1904.185,ON,0,1,4.53,4.06
634,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
23200,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.09,ON,0,1,4.51,4.06
7505,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
21044,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.456,ON,0,1,4.47,4.06
7647,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.211,ON,1,1,4.29,9.86
23828,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.17,ON,0,1,4.51,4.06
15042,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
702,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
21389,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.459,ON,0,1,4.47,4.06
17199,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
15949,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
339,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
10639,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
4764,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.57,9.86
12471,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
13467,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
19434,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
2791,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
18044,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
12255,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
7674,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.208,ON,1,1,4.29,9.86
1283,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
20692,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.453,ON,0,1,4.47,4.06
8319,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2967.91,ON,1,1,4.29,9.86
2840,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
17170,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
24083,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.161,ON,0,1,4.51,4.06
27425,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
4653,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.013,ON,1,1,4.57,9.86
28343,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
20526,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.453,ON,0,1,4.47,4.06
12034,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
12987,4420.0,2/23/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.58,6.65
23984,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.152,ON,0,1,4.51,4.06
11718,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
28345,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
15268,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
13060,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5591.07,ON,1,1,1.41,6.77
1925,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.799,ON,0,1,4.77,7.36
14777,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
17605,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
11714,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
6926,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.009,ON,1,1,4.73,9.86
1930,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.798,ON,0,1,4.77,7.36
22047,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.002,ON,0,1,4.51,4.06
17727,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
10787,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
5802,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
19835,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
29613,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
15471,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
2054,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.796,ON,0,1,4.77,7.36
2293,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.794,ON,0,1,4.77,7.36
27394,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
28876,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.485,ON,0,1,4.73,7.36
28810,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.485,ON,0,1,4.73,7.36
26627,2267.0,3/16/2018,1,ONE,2018-02-01,2026-10-14,1904.174,ON,0,1,4.53,4.06
22526,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.004,ON,0,1,4.51,4.06
6249,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
11183,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4155.25,ON,0,1,1.5,6.65
17281,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
7307,3682.0,1/1/2018,1,CMA,2020-06-01,2032-05-31,2869.538,ON,0,0,4.73,9.69
29150,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.485,ON,0,1,4.73,7.36
21047,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.456,ON,0,1,4.47,4.06
24542,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1880.71,ON,0,1,4.51,4.06
29679,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
8460,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2967.91,ON,1,1,4.29,9.86
29684,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
10317,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
19843,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
6306,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.73,9.86
11835,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
4406,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.57,9.86
7581,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
1322,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
19087,5150.0,5/21/2021,1,MSC,2021-04-01,2029-06-30,4801.46,ON,1,1,1.34,6.77
11071,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4155.25,ON,0,1,1.5,6.65
8241,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2967.91,ON,1,1,4.29,9.86
22762,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.088,ON,0,1,4.51,4.06
5598,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
17004,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
18253,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
3705,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.311,ON,1,1,4.57,9.86
24010,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.152,ON,0,1,4.51,4.06
25279,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.275,ON,0,1,4.51,4.06
14465,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
8435,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2967.91,ON,1,1,4.29,9.86
5472,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
24121,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.17,ON,0,1,4.51,4.06
598,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
4611,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.57,9.86
7517,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
15630,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
14543,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
11256,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4155.25,ON,0,1,1.5,6.65
1157,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
15772,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
3638,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.311,ON,1,1,4.57,9.86
1563,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.84,ON,0,1,4.77,7.36
25827,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
20282,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
22452,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.005,ON,0,1,4.51,4.06
12797,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
9703,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
13072,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5591.07,ON,1,1,1.41,6.77
5332,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
19393,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
3229,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
10181,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
22712,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.004,ON,0,1,4.51,4.06
1153,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
21886,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.004,ON,0,1,4.51,4.06
19770,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
29808,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
10419,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
18846,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.958,ON,1,1,1.43,6.77
1583,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.797,ON,0,1,4.77,7.36
19738,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
18523,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
22485,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.005,ON,0,1,4.51,4.06
29897,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
9790,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
29913,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
4937,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.006,ON,1,1,4.57,9.86
4614,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.57,9.86
26318,2267.0,3/16/2018,1,ONE,2018-02-01,2026-10-14,1904.18,ON,0,1,4.53,4.06
11540,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
4603,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.57,9.86
11013,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4155.25,ON,0,1,1.5,6.65
17447,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
17742,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
23901,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.17,ON,0,1,4.51,4.06
11807,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
3641,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.311,ON,1,1,4.57,9.86
13868,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
25329,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.272,ON,0,1,4.51,4.06
7416,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
5098,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.012,ON,1,1,4.57,9.86
264,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
20206,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
23717,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1879.92,ON,0,1,4.51,4.06
17451,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
28266,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
8692,3773.0,7/13/2018,1,COSMR,2019-01-01,2024-04-30,3126.979,ON,0,0,4.2,1.6
1224,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
21747,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.0,ON,0,1,4.51,4.06
27649,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
2948,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
13328,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
6566,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.009,ON,1,1,4.73,9.86
6220,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
18348,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
4107,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.312,ON,1,1,4.57,9.86
8175,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2967.91,ON,1,1,4.29,9.86
